breed_group,primary_breed,bite_code,bite_severity,gender
JACK RUSS TERR,JACK RUSS TERR,2,PROLONGB,S
JACK RUSS TERR,JACK RUSS TERR,2,PROLONGB,S
JACK RUSS TERR,JACK RUSS TERR,3,MULTIB,N
JACK RUSS TERR,JACK RUSS TERR,3,MULTIB,M
JACK RUSS TERR,JACK RUSS TERR,4,MAULING,S
JACK RUSS TERR,JACK RUSS TERR,9,UNKNOWN,N
JACK RUSS TERR,JACK RUSS TERR,9,UNKNOWN,U
JINDO,JINDO,1,SNGLB,N
JINDO,JINDO,3,MULTIB,N
KEESHOND,KEESHOND,0,SNGLNIP,F
KUVASZ,KUVASZ,1,SNGLB,S
KUVASZ,KUVASZ,9,UNKNOWN,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,F
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,M
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,M
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,M
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,F
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,M
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,M
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,U
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,M
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,N
LABRADOR RETR,LABRADOR RETR,0,SNGLNIP,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,F
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,F
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,F
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,F
LABRADOR RETR,LABRADOR RETR,1,SNGLB,M
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,S
LABRADOR RETR,LABRADOR RETR,1,SNGLB,U
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,1,SNGLB,N
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,F
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,M
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,M
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,N
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,N
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,S
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,U
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,U
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,U
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,U
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,N
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,F
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,M
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,M
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,M
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,N
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,N
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,S
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,U
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,U
LABRADOR RETR,LABRADOR RETR,2,PROLONGB,M
LABRADOR RETR,LABRADOR RETR,3,MULTIB,M
LABRADOR RETR,LABRADOR RETR,3,MULTIB,N
LABRADOR RETR,LABRADOR RETR,3,MULTIB,S
LABRADOR RETR,LABRADOR RETR,3,MULTIB,S
LABRADOR RETR,LABRADOR RETR,3,MULTIB,U
LABRADOR RETR,LABRADOR RETR,3,MULTIB,M
LABRADOR RETR,LABRADOR RETR,3,MULTIB,F
LABRADOR RETR,LABRADOR RETR,3,MULTIB,N
LABRADOR RETR,LABRADOR RETR,4,MAULING,N
LABRADOR RETR,LABRADOR RETR,4,MAULING,N
LABRADOR RETR,LABRADOR RETR,4,MAULING,N
LABRADOR RETR,LABRADOR RETR,4,MAULING,S
LABRADOR RETR,LABRADOR RETR,4,MAULING,N
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,M
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,M
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,M
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,N
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,N
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,S
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,M
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,M
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,M
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,N
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,N
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,N
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,N
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,N
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,S
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,S
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LABRADOR RETR,LABRADOR RETR,9,UNKNOWN,U
LHASA APSO,LHASA APSO,0,SNGLNIP,N
LHASA APSO,LHASA APSO,0,SNGLNIP,S
LHASA APSO,LHASA APSO,1,SNGLB,U
LHASA APSO,LHASA APSO,1,SNGLB,M
LHASA APSO,LHASA APSO,1,SNGLB,N
LHASA APSO,LHASA APSO,9,UNKNOWN,N
MALTESE,MALTESE,0,SNGLNIP,M
MALTESE,MALTESE,0,SNGLNIP,M
MALTESE,MALTESE,0,SNGLNIP,M
MALTESE,MALTESE,0,SNGLNIP,M
MALTESE,MALTESE,0,SNGLNIP,M
MALTESE,MALTESE,0,SNGLNIP,N
MALTESE,MALTESE,0,SNGLNIP,S
MALTESE,MALTESE,0,SNGLNIP,S
MALTESE,MALTESE,0,SNGLNIP,U
MALTESE,MALTESE,0,SNGLNIP,N
MALTESE,MALTESE,0,SNGLNIP,N
MALTESE,MALTESE,0,SNGLNIP,N
MALTESE,MALTESE,0,SNGLNIP,F
MALTESE,MALTESE,0,SNGLNIP,M
MALTESE,MALTESE,0,SNGLNIP,M
MALTESE,MALTESE,0,SNGLNIP,M
MALTESE,MALTESE,0,SNGLNIP,N
MALTESE,MALTESE,0,SNGLNIP,S
MALTESE,MALTESE,0,SNGLNIP,N
MALTESE,MALTESE,1,SNGLB,F
MALTESE,MALTESE,1,SNGLB,F
MALTESE,MALTESE,1,SNGLB,M
MALTESE,MALTESE,1,SNGLB,N
MALTESE,MALTESE,1,SNGLB,U
MALTESE,MALTESE,1,SNGLB,U
MALTESE,MALTESE,1,SNGLB,U
MALTESE,MALTESE,1,SNGLB,U
MALTESE,MALTESE,1,SNGLB,U
MALTESE,MALTESE,1,SNGLB,U
MALTESE,MALTESE,1,SNGLB,U
MALTESE,MALTESE,1,SNGLB,U
MALTESE,MALTESE,1,SNGLB,N
MALTESE,MALTESE,1,SNGLB,F
MALTESE,MALTESE,1,SNGLB,M
MALTESE,MALTESE,1,SNGLB,N
MALTESE,MALTESE,1,SNGLB,S
MALTESE,MALTESE,1,SNGLB,S
MALTESE,MALTESE,1,SNGLB,S
MALTESE,MALTESE,2,PROLONGB,F
MALTESE,MALTESE,2,PROLONGB,S
MALTESE,MALTESE,9,UNKNOWN,N
MANCHESTER TERR,MANCHESTER TERR,0,SNGLNIP,U
MANCHESTER TERR,MANCHESTER TERR,1,SNGLB,N
MANCHESTER TERR,MANCHESTER TERR,2,PROLONGB,S
MASTIFF,MASTIFF,0,SNGLNIP,N
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,1,SNGLB,U
MASTIFF,MASTIFF,1,SNGLB,U
MASTIFF,MASTIFF,1,SNGLB,U
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,1,SNGLB,N
MASTIFF,MASTIFF,2,PROLONGB,F
MASTIFF,MASTIFF,2,PROLONGB,N
MASTIFF,MASTIFF,2,PROLONGB,U
MASTIFF,MASTIFF,2,PROLONGB,U
MASTIFF,MASTIFF,2,PROLONGB,U
MASTIFF,MASTIFF,9,UNKNOWN,F
MASTIFF,MASTIFF,9,UNKNOWN,N
MASTIFF,MASTIFF,9,UNKNOWN,N
MEX HAIRLESS,MEX HAIRLESS,0,SNGLNIP,U
MEX HAIRLESS,MEX HAIRLESS,0,SNGLNIP,U
MEX HAIRLESS,MEX HAIRLESS,1,SNGLB,S
MIN PINSCHER,MIN PINSCHER,0,SNGLNIP,N
MIN PINSCHER,MIN PINSCHER,0,SNGLNIP,N
MIN PINSCHER,MIN PINSCHER,0,SNGLNIP,S
MIN PINSCHER,MIN PINSCHER,0,SNGLNIP,U
MIN PINSCHER,MIN PINSCHER,0,SNGLNIP,M
MIN PINSCHER,MIN PINSCHER,0,SNGLNIP,N
MIN PINSCHER,MIN PINSCHER,1,SNGLB,F
MIN PINSCHER,MIN PINSCHER,1,SNGLB,M
MIN PINSCHER,MIN PINSCHER,1,SNGLB,M
MIN PINSCHER,MIN PINSCHER,1,SNGLB,U
MIN PINSCHER,MIN PINSCHER,1,SNGLB,U
MIN PINSCHER,MIN PINSCHER,1,SNGLB,N
MIN PINSCHER,MIN PINSCHER,1,SNGLB,N
MIN PINSCHER,MIN PINSCHER,2,PROLONGB,M
MIN PINSCHER,MIN PINSCHER,2,PROLONGB,N
MIN PINSCHER,MIN PINSCHER,2,PROLONGB,N
MIN PINSCHER,MIN PINSCHER,2,PROLONGB,U
MIN PINSCHER,MIN PINSCHER,3,MULTIB,U
NEWFOUNDLAND,NEWFOUNDLAND,1,SNGLB,F
NEWFOUNDLAND,NEWFOUNDLAND,1,SNGLB,M
NEWFOUNDLAND,NEWFOUNDLAND,1,SNGLB,M
NORFOLK TERRIER,NORFOLK TERRIER,0,SNGLNIP,N
NORWICH TERRIER,NORWICH TERRIER,0,SNGLNIP,M
NORWICH TERRIER,NORWICH TERRIER,0,SNGLNIP,U
NS DUCK TOLLING,NS DUCK TOLLING,0,SNGLNIP,S
OLDENG SHEEPDOG,OLDENG SHEEPDOG,1,SNGLB,U
OLDENG SHEEPDOG,OLDENG SHEEPDOG,1,SNGLB,M
OTHER,OTHER,3,MULTIB,U
PAPILLON,PAPILLON,0,SNGLNIP,N
PAPILLON,PAPILLON,0,SNGLNIP,S
PAPILLON,PAPILLON,0,SNGLNIP,S
PAPILLON,PAPILLON,0,SNGLNIP,N
PAPILLON,PAPILLON,1,SNGLB,N
PAPILLON,PAPILLON,1,SNGLB,N
PAPILLON,PAPILLON,2,PROLONGB,F
PAPILLON,PAPILLON,3,MULTIB,M
PARSON RUSS TER,PARSON RUSS TER,0,SNGLNIP,S
PARSON RUSS TER,PARSON RUSS TER,0,SNGLNIP,N
PARSON RUSS TER,PARSON RUSS TER,1,SNGLB,N
PARSON RUSS TER,PARSON RUSS TER,1,SNGLB,N
PARSON RUSS TER,PARSON RUSS TER,1,SNGLB,N
PEKINGESE,PEKINGESE,0,SNGLNIP,M
PEKINGESE,PEKINGESE,0,SNGLNIP,N
PEKINGESE,PEKINGESE,0,SNGLNIP,S
PEKINGESE,PEKINGESE,0,SNGLNIP,N
PEKINGESE,PEKINGESE,1,SNGLB,N
PEKINGESE,PEKINGESE,1,SNGLB,U
PEKINGESE,PEKINGESE,1,SNGLB,N
PIT BULL,AM PIT BULL TER,0,SNGLNIP,N
PIT BULL,AMERICAN STAFF,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,F
PIT BULL,PIT BULL,0,SNGLNIP,F
PIT BULL,PIT BULL,0,SNGLNIP,F
PIT BULL,PIT BULL,0,SNGLNIP,F
PIT BULL,PIT BULL,0,SNGLNIP,F
PIT BULL,PIT BULL,0,SNGLNIP,F
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,F
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,M
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,S
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,U
PIT BULL,PIT BULL,0,SNGLNIP,N
PIT BULL,STAFFORDSHIRE,0,SNGLNIP,N
PIT BULL,STAFFORDSHIRE,0,SNGLNIP,U
PIT BULL,STAFFORDSHIRE,0,SNGLNIP,U
PIT BULL,AM PIT BULL TER,1,SNGLB,N
PIT BULL,AM PIT BULL TER,1,SNGLB,N
PIT BULL,AM PIT BULL TER,1,SNGLB,U
PIT BULL,AM PIT BULL TER,1,SNGLB,M
PIT BULL,AMERICAN STAFF,1,SNGLB,M
PIT BULL,AMERICAN STAFF,1,SNGLB,N
PIT BULL,AMERICAN STAFF,1,SNGLB,S
PIT BULL,AMERICAN STAFF,1,SNGLB,S
PIT BULL,AMERICAN STAFF,1,SNGLB,S
PIT BULL,AMERICAN STAFF,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
