breed_group,primary_breed,age,modified_age,gender,multi_dog,bad_data
AKITA,Akita,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULL TERRIER,Bull Terrier,8M,0.67,M,F,F
MIX,MIXED,2,2,M,F,F
MIX,MIXED,2,2,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,4M,0.33,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,PIT BULL / BOXER,6,6,F,F,F
AUST SHEPHERD,Australian Shepherd,2,2,M,F,F
MIX,MIXED,11,11,N,F,F
MIX,BICHON / MALTIPOO,5,5,N,F,F
MIX,SHEPHERD / HUSKY MIX,7,7,N,F,F
DOBERMAN PINSCH,Doberman Pinscher,14,14,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
FRENCH BULLDOG,"Bull Dog, French",3,3,N,F,F
MIX,MIXED,3,3,F,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,3,3,N,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,6,6,S,F,F
CHOW CHOW,Chow Chow,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,5,5,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POMERANIAN,Pomeranian,6,6,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
YORKSHIRE TERR,Yorkshire Terrier,2,2,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,4,4,N,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",3M,0.25,M,F,F
BEAGLE,Beagle,U,U,U,F,F
PIT MIX,Pit Bull,1,1,M,F,F
MIX,BOXER MIX,6,6,N,F,F
BULLDOG,Bull dog,3,3,N,F,F
SIBERIAN HUSKY,Siberian Husky,4,4,N,F,F
UNKNOWN,LABARADOR RETRIEVER,3,3,N,F,F
SIBERIAN HUSKY,Siberian Husky,1,1,S,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,2,2,S,F,F
ST BERNARD RGH,Saint Bernard,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
DACHSHUND,Dachshund Smooth Coat Miniature,4,4,N,F,F
SCHNAUZER STAND,"Schnauzer, Standard",U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,9,9,S,F,F
PIT MIX,Pit Bull,U,U,F,F,F
PIT MIX,Pit Bull,7,7,F,F,F
PIT MIX,Pit Bull,2,2,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,U,U,M,F,F
PIT MIX,Pit Bull,12,12,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
COCKER SPAN,Cocker Spaniel,15,15,S,F,F
MIX,CHIHUAHUA / CORGI MIXED,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
ROTTWEILER,Rottweiler,2,2,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,AKITA / SHEPHERD MIX,10,10,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,U,F,F
FRENCH BULLDOG,"Bull Dog, French",2,2,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,Bull dog,U,U,U,F,F
MIX,HUSKY MIX,1,1,M,F,F
BULLDOG,Bull dog,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,KOREAN SAPSALI,5,5,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,10,10,S,F,F
MIX,MIXED,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,3,3,F,F,F
UNKNOWN,KLEEKAI,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,7,7,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,BULL DOG / POODLE MIX,4M,0.33,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
AKITA,Akita,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",1,1,F,F,F
PIT MIX,PIT BULL / LABRADOR MIX,U,U,N,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
MIX,MIXED,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MALTESE,Maltese,U,U,U,F,F
GERM SH POINT,"Pointer, German Shorthaired",U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,2,2,M,F,F
MIX,MALTESE / POODLE,10,10,N,F,F
GERM SHEPHERD,German Shepherd,2,2,M,F,F
MIX,Yorkshire Terrier Crossbreed,1,1,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
JACK RUSS TERR,Jack Russ,11,11,M,F,F
PEKINGESE,Pekingese,7,7,N,F,F
MIX,Labradoodle,13,13,M,F,F
MIX,MIXED,3,3,S,F,F
MIX,COCKAPOO MIX,7M,0.58,F,F,F
SAMOYED,Samoyed,3,3,M,F,F
BULLDOG,Bull dog,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,1,1,M,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
GOLDEN RETR,Golden Retriever,12,12,N,F,F
MALTESE,Maltese,1,1,M,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
MALTESE,Maltese,U,U,U,F,F
BICHON FRISE,Bichon Frise,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
CHIHUAHUA,Chihuahua,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,KING KORSO,2Y,2,M,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
ROTTWEILER,Rottweiler,4,4,N,F,F
PIT MIX,Pit Bull,4,4,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,3,3,M,F,F
MIX,MASTIFF MIX,3,3,N,F,F
CAIRN TERRIER,Cairn Terrier,2,2,F,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MALTESE,Maltese,U,U,U,F,F
MIX,MIXED,1,1,M,F,F
MIX,MIXED,1,1,M,F,F
SHIBA INU,Shiba Inu,9,9,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,12,12,M,F,F
ENG BULLDOG,"Bull Dog, English",3,3,S,F,F
DACHSHUND,Dachshund Smooth Coat,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
CHIHUAHUA,Chihuahua,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,2,2,M,F,F
GERM SHEPHERD,German Shepherd,6,6,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PEKINGESE,Pekingese,4,4,M,F,F
UNKNOWN,KING CHARLES CAVLIER,3,3,N,F,F
MIX,MIXED,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,1,1,M,F,F
PIT MIX,Pit Bull,7,7,M,F,F
MIX,MIXED,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,4,4,M,F,F
PIT MIX,Pit Bull,U,U,M,F,F
GERM SHEPHERD,German Shepherd,2,2,M,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
BOXER,Boxer,3,3,F,F,F
BULLDOG,Bull dog,U,U,U,F,F
MIX,POODLE / SHIH TZU MIX,3,3,N,F,F
MIX,MIXED,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,5,5,N,F,F
SIBERIAN HUSKY,Siberian Husky,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,SHIH TZU MIX,4,4,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIH TZU,Shih Tzu,6,6,N,F,F
MIX,MIXED,4M,0.33,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,REFUSED TO PROVIDE,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,RAT TERRIER / PINSCHER MIX,4,4,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MALTESE,Maltese,2,2,N,F,F
PIT MIX,Pit Bull,9,9,M,F,F
MIX,POODLE MIX,7,7,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,4,4,N,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
MIX,MIXED,3,3,M,F,F
MIX,MIXED,3,3,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULL TERRIER,Bull Terrier,5,5,N,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,U,U,M,F,F
MIX,BEAGLE / SHAR-PEI MIX,6M,0.5,M,F,F
SHIH TZU,Shih Tzu,7,7,M,F,F
GERM SHEPHERD,German Shepherd,1,1,M,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,CANE CORSO / PIT BULL MIX,5,5,N,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
SHIH TZU,Shih Tzu,3,3,M,F,F
MIX,MORKIE MIX,3,3,N,F,F
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
BULL TERRIER,Bull Terrier,6,6,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,6,6,M,F,F
MIX,STAFFORDSHIRE / ENGLIS BULL MIX,3,3,M,F,F
BEAGLE,Beagle,7,7,N,F,F
MIX,Labrador Retriever Crossbreed,1,1,S,F,F
POMERANIAN,Pomeranian,6,6,M,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,SHIH TZU / YORKIE MIX,4,4,N,F,F
MIX,SIBERIAN HUSKY MIX,U,U,U,F,F
MIX,COLLIE MIX,6,6,N,F,F
AKITA,Akita,3,3,N,F,F
MIX,MIXED,5,5,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,JACK RUSSELL MIX,12,12,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,AUSSIEDOODLE MIX,1,1,N,F,F
POODLE TOY,"Poodle, Toy",8,8,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BEAGLE,Beagle,U,U,U,F,F
FRENCH BULLDOG,"Bull Dog, French",4,4,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,U,F,F
ENG BULLDOG,"Bull Dog, English",1,1,M,F,F
MIX,MIXED,3,3,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,1,1,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,5,5,M,F,F
SCHNAUZER MIN,"Schnauzer, Miniature",16,16,M,F,F
ROTTWEILER,Rottweiler,1,1,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
BOXER,Boxer,U,U,U,F,F
CHIHUAHUA,Chihuahua,5,5,N,F,F
SIBERIAN HUSKY,Siberian Husky,6,6,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BOXER,Boxer,U,U,U,F,F
GOLDEN RETR,Golden Retriever,3M,0.25,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MALTESE MIX,9,9,M,F,F
GERM SHEPHERD,German Shepherd,1,1,N,F,F
PIT MIX,Pit Bull,2,2,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MALTESE / POODLE MIX,U,U,U,F,F
MIX,Labrador Retriever Crossbreed,9,9,S,F,F
MIX,MIXED,3,3,F,F,F
UNKNOWN,REFUSED TO PROVIDE,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,KING CHARLES,13,13,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SCHNAUZER MIN,"Schnauzer, Miniature",U,U,U,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,U,U,U,F,F
CHIHUAHUA,Chihuahua,11,11,M,F,F
POODLE MIN,"Poodle, Miniature",4,4,N,F,F
SHIBA INU,Shiba Inu,9,9,F,F,F
BEAGLE,Beagle,U,U,U,F,F
MIX,Labrador Retriever Crossbreed,12,12,S,F,F
AUST SHEPHERD,Australian Shepherd,U,U,U,F,F
MIX,AMERICAN BULL / MASTIFF,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,AMERICAN BULLY,8M,0.67,M,F,F
POODLE MIN,"Poodle, Miniature",8,8,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BULLDOG,AMERICAN BULLY,3M,0.25,F,F,F
MIX,POODLE / SHIH TZU MIX,4,4,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
BERNESE MTN DOG,Bernese Mountain,5,5,M,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BOXER,Boxer,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,M,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,3,3,N,F,F
PIT MIX,Pit Bull,5,5,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
MIX,SHIH TZU / MALTESE,4,4,M,F,F
UNKNOWN,KERRY BLUE TERRIER,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,GOLDEN DOODLE,2,2,S,F,F
SHIH TZU,Shih Tzu,10,10,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,5,5,M,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,1,1,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
CHIHUAHUA,Chihuahua,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,KERRY BLUE TERRIER,13,13,M,F,F
MIX,Labrador Retriever Crossbreed,4,4,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,COCKER SPANIEL / BEAGLE,3,3,F,F,F
TIBETAN MASTIFF,"Mastiff, Tibetan",10M,0.83,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",8M,0.67,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SC WHEAT TERR,SOFT WHEATON TERRIER,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIH TZU,Shih Tzu,8,8,N,F,F
MIX,MIXED,2,2,M,F,F
PIT MIX,PIT BULL / CHIHUAHUA MIX,1,1,N,F,F
BULLDOG,BULLY,2,2,M,F,F
SIBERIAN HUSKY,Siberian Husky,2,2,M,F,F
BULLDOG,Bull dog,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,7,7,F,F,F
UNKNOWN,KERRY BLUE TERRIER,10,10,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,Chihuahua Crossbreed,7,7,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIBA INU,Shiba Inu,3,3,N,F,F
MIX,MIXED,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",2,2,N,F,F
UNKNOWN,JAPANESE SPITZ,1,1,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,Bull dog,5,5,M,F,F
BULLDOG,Bull dog,U,U,M,F,F
PIT MIX,Pit Bull,9M,0.75,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
DACHSHUND,Dachshund Smooth Coat,7,7,N,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,ROTTWEILER / SHEPHARD MIX,11,11,N,F,F
BOXER,Boxer,5,5,N,F,F
MIX,MIXED BREED,U,U,M,F,F
POODLE MIN,"Poodle, Miniature",11,11,N,F,F
,,U,U,U,F,T
MIX,Mixed/Other,2,2,U,F,F
PIT MIX,Pit Bull,1,1,M,F,F
MIX,HUSKY / ROTTWEILER MIX,8,8,M,F,F
PIT MIX,Pit Bull,4,4,N,F,F
PIT MIX,Pit Bull,4,4,N,F,F
PIT MIX,Pit Bull,6,6,N,F,F
PIT MIX,Pit Bull,2,2,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,5,5,M,F,F
MIX,Mixed/Other,3,3,F,F,F
MIX,Mixed/Other,7,7,M,F,F
MIX,Mixed/Other,4,4,M,F,F
MIX,Mixed/Other,4,4,M,F,F
SHIH TZU,Shih Tzu,6,6,N,F,F
BRUSS GRIFFON,Brussels Griffon,4,4,S,F,F
BEAGLE,Beagle,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,3,3,N,F,F
MIX,MIXED TERRIER,6,6,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,5,5,S,F,F
UNKNOWN,JAPANESE SHIBAINU,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SC WHEAT TERR,Wheaton Terrier,13,13,S,F,F
PIT MIX,Pit Bull,5,5,N,F,F
MALTESE,Maltese,8,8,N,F,F
PIT MIX,Pit Bull,2,2,M,F,F
MIX,GERMAN SHEPHARD/RHODESIAN RIDGEBACK,2,2,M,F,F
MIX,Mixed/Other,1,1,F,F,F
YORKSHIRE TERR,Yorkshire Terrier,2,2,S,F,F
MIX,CHIHUAHUA/ POODLE MIX,U,U,M,F,F
RHOD RIDGEBACK,Rhodesian Ridgeback,U,U,U,F,F
UNKNOWN,JAPANESE SHIBA,4,4,S,F,F
MALTESE,Maltese,U,U,U,F,F
BULLDOG,Bull dog,3,3,N,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,7MTHS,0.58,M,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,9,9,N,F,F
MIX,JAPANESE SPITZ X,2022-02-04T00:00:00.000,U,N,F,T
PIT MIX,Pit Bull,6,6,M,F,F
GOLDEN RETR,Golden Retriever,U,U,U,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
BULL TERRIER,Bull Terrier,3,3,U,F,F
ROTTWEILER,Rottweiler,2,2,S,F,F
BEAGLE,Beagle,U,U,U,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,3M,0.25,F,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
BORDER TERRIER,Border Terrier,3,3,N,F,F
PIT MIX,Pit Bull,6,6,N,F,F
,,U,U,U,F,T
ROTTWEILER,Rottweiler,2,2,M,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,1,1,M,F,F
SHIH TZU,Shih Tzu,3M,0.25,F,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
MIX,Mixed/Other,4,4,M,F,F
UNKNOWN,UNKNOWN,U,U,F,F,T
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
BEAGLE,Beagle,14,14,M,F,F
MIX,TERRIER MIX,8,8,N,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
MALTESE,Maltese,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,1,1,U,F,F
MIX,JACKAPOO,7,7,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,LARGE TERRIER CROSS,1,1,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,6,6,N,F,F
UNKNOWN,ITALIAN MASTIFF,3,3,F,F,F
MIX,Mixed/Other,5,5,F,F,F
LABRADOR RETR,Labrador Retriever,1,1,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
ROTTWEILER,Rottweiler,1,1,M,F,F
MIX,Mixed/Other,U,U,F,F,F
MIX,Mixed/Other,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,1,1,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,RED NOSE PIT BULL,8M,0.67,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,10,10,M,F,F
BELG MALINOIS,Belgian Malinois,11M,0.92,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MALTESE / YORKSHIRE MIX,1,1,S,F,F
MIX,MALTESE / SHIH TZU MIX,9,9,M,F,F
MIX,Mixed/Other,1,1,M,F,F
GERM SHEPHERD,German Shepherd,4,4,S,F,F
PIT MIX,Pit Bull,2,2,M,F,F
PIT MIX,Pit Bull,2,2,M,F,F
DOBERMAN PINSCH,Doberman Pinscher,3,3,M,F,F
BULL TERRIER,Staffordshire Bull Terrier,5,5,N,F,F
MIX,COLLIE / AUSTRALIAN SHEPHERD MIX,2,2,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,JACK RUSSELL/MALTESE MIX,8,8,N,F,F
MIX,Mixed/Other,8M,0.67,M,F,F
FRENCH BULLDOG,"Bull Dog, French",6,6,N,F,F
UNKNOWN,ITALIAN MASIFF,2,2,M,F,F
ROTTWEILER,Rottweiler,2,2,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
POODLE STND,"Poodle, Standard",13,13,M,F,F
LABRADOR RETR,Labrador Retriever,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
NEWFOUNDLAND,Newfoundland,1,1,F,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
ENG BULLDOG,"Bull Dog, English",U,U,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
MIX,Mixed/Other,1,1,M,F,F
COCKER SPAN,Cocker Spaniel,5,5,N,F,F
COCKER SPAN,Cocker Spaniel,5,5,N,F,F
SCHNAUZER STAND,"Schnauzer, Standard",5,5,F,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
PIT MIX,Pit Bull,U,U,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
BASENJI,BASENJI,1,1,M,F,F
ENG BULLDOG,"Bull Dog, English",4,4,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,13,13,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,6,6,M,F,F
MIX,Mixed/Other,6,6,M,F,F
MIX,Labrador Retriever Crossbreed,2-3YRS,2,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
MIX,Mixed/Other,U,U,M,F,F
MIN PINSCHER,Miniature Pinscher,6,6,M,F,F
MIX,HOUND MIX,1,1,S,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
CHOW CHOW,Chow Chow,4,4,F,F,F
PIT MIX,Pit Bull,2,2,F,F,F
UNKNOWN,ITALIAN MASIF,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,ROTTWEILER/HUSKY MIX,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",3,3,M,F,F
MIX,Mixed/Other,10,10,M,F,F
